BIOGUIDE_ID,OFFICE,PROGRAM,CATEGORY,YTD,AMOUNT
T000484,2020 HON. XOCHITL TORRES SMALL,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,8377.25,3164.35
T000484,2020 HON. XOCHITL TORRES SMALL,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,902240.55,366344.11
T000484,2020 HON. XOCHITL TORRES SMALL,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,902240.55,366344.11
T000484,2020 HON. XOCHITL TORRES SMALL,INTERN ALLOWANCES,PERSONNEL COMPENSATION,10256.67,7726.67
T000484,2020 HON. XOCHITL TORRES SMALL,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,10256.67,7726.67
T000484,2020 HON. XOCHITL TORRES SMALL,INTERN ALLOWANCES,OFFICE TOTALS:,10256.67,7726.67
T000482,2020 HON. LORI TRAHAN,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,19886.44,338.78
T000482,2020 HON. LORI TRAHAN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,742141.92,249793.3
T000482,2020 HON. LORI TRAHAN,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,7939.45,888.67
T000482,2020 HON. LORI TRAHAN,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,62059.83,20780.86
T000482,2020 HON. LORI TRAHAN,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,21913.04,4437.5
T000482,2020 HON. LORI TRAHAN,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,37755,14430
T000482,2020 HON. LORI TRAHAN,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,19204.37,2741.55
T000482,2020 HON. LORI TRAHAN,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,7291.83,2785.98
T000482,2020 HON. LORI TRAHAN,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,918191.88,296196.64
T000482,2020 HON. LORI TRAHAN,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,918191.88,296196.64
T000482,2020 HON. LORI TRAHAN,INTERN ALLOWANCES,PERSONNEL COMPENSATION,25000,9690
T000482,2020 HON. LORI TRAHAN,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,25000,9690
T000482,2020 HON. LORI TRAHAN,INTERN ALLOWANCES,OFFICE TOTALS:,25000,9690
T000483,2020 HON. DAVID J. TRONE,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,364.33,175.92
T000483,2020 HON. DAVID J. TRONE,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,815399.93,280297.21
T000483,2020 HON. DAVID J. TRONE,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,5724.33,771.59
T000483,2020 HON. DAVID J. TRONE,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,69247.13,17535.36
T000483,2020 HON. DAVID J. TRONE,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2688.45,2420.28
T000483,2020 HON. DAVID J. TRONE,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,15520.57,2627.36
T000483,2020 HON. DAVID J. TRONE,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,14203.22,5622.93
T000483,2020 HON. DAVID J. TRONE,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,26511.8,5981.79
T000483,2020 HON. DAVID J. TRONE,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,949659.76,315432.44
T000483,2020 HON. DAVID J. TRONE,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,949659.76,315432.44
T000483,2020 HON. DAVID J. TRONE,INTERN ALLOWANCES,PERSONNEL COMPENSATION,15070.38,8687.05
T000483,2020 HON. DAVID J. TRONE,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,15070.38,8687.05
T000483,2020 HON. DAVID J. TRONE,INTERN ALLOWANCES,OFFICE TOTALS:,15070.38,8687.05
T000463,2020 HON. MICHAEL R. TURNER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,89672.71,44893
T000463,2020 HON. MICHAEL R. TURNER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,700390.61,234425.02
T000463,2020 HON. MICHAEL R. TURNER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,17265.05,3391.67
T000463,2020 HON. MICHAEL R. TURNER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,52575.11,19810.39
T000463,2020 HON. MICHAEL R. TURNER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,78872.97,39633.98
T000463,2020 HON. MICHAEL R. TURNER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,461.53,461.53
T000463,2020 HON. MICHAEL R. TURNER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4131.5,2860.04
T000463,2020 HON. MICHAEL R. TURNER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,5668.23,3248.25
T000463,2020 HON. MICHAEL R. TURNER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,949037.71,348723.88
T000463,2020 HON. MICHAEL R. TURNER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,949037.71,348723.88
T000463,2020 HON. MICHAEL R. TURNER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,8028,3648
T000463,2020 HON. MICHAEL R. TURNER,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,8028,3648
T000463,2020 HON. MICHAEL R. TURNER,INTERN ALLOWANCES,OFFICE TOTALS:,8028,3648
U000040,2020 HON. LAUREN UNDERWOOD,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,40391.71,27823.78
U000040,2020 HON. LAUREN UNDERWOOD,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,790760.39,297011.63
U000040,2020 HON. LAUREN UNDERWOOD,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,10299.21,2479.18
U000040,2020 HON. LAUREN UNDERWOOD,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,51556.46,21470.9
U000040,2020 HON. LAUREN UNDERWOOD,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,51700.03,33611.95
U000040,2020 HON. LAUREN UNDERWOOD,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,2150.52,280.5
U000040,2020 HON. LAUREN UNDERWOOD,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,17485.27,3059.5
U000040,2020 HON. LAUREN UNDERWOOD,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4899.62,1380.59
U000040,2020 HON. LAUREN UNDERWOOD,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,969243.21,387118.03
U000040,2020 HON. LAUREN UNDERWOOD,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,969243.21,387118.03
U000040,2020 HON. LAUREN UNDERWOOD,INTERN ALLOWANCES,PERSONNEL COMPENSATION,17300,9050
U000040,2020 HON. LAUREN UNDERWOOD,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,17300,9050
U000040,2020 HON. LAUREN UNDERWOOD,INTERN ALLOWANCES,OFFICE TOTALS:,17300,9050
U000031,2020 HON. FRED UPTON,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,11545.58,860.58
U000031,2020 HON. FRED UPTON,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,762956.88,291838.31
U000031,2020 HON. FRED UPTON,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,13772.07,4492.93
U000031,2020 HON. FRED UPTON,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,71728.65,25777.92
U000031,2020 HON. FRED UPTON,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,46796.94,459.84
U000031,2020 HON. FRED UPTON,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,36340.19,11337
U000031,2020 HON. FRED UPTON,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,21765.47,7888.04
U000031,2020 HON. FRED UPTON,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1394.64,456.99
U000031,2020 HON. FRED UPTON,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,966300.42,343111.61
U000031,2020 HON. FRED UPTON,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,966300.42,343111.61
U000031,2020 HON. FRED UPTON,INTERN ALLOWANCES,PERSONNEL COMPENSATION,5433.33,0
U000031,2020 HON. FRED UPTON,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,5433.33,0
U000031,2020 HON. FRED UPTON,INTERN ALLOWANCES,OFFICE TOTALS:,5433.33,0
V000133,2020 HON. JEFFERSON VAN DREW,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,19863.58,17077.63
V000133,2020 HON. JEFFERSON VAN DREW,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,799983.56,272083.41
V000133,2020 HON. JEFFERSON VAN DREW,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,12723.02,3548.79
V000133,2020 HON. JEFFERSON VAN DREW,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,58236.1,22693.88
V000133,2020 HON. JEFFERSON VAN DREW,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,43063.18,28442.18
V000133,2020 HON. JEFFERSON VAN DREW,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,12637.19,5685
V000133,2020 HON. JEFFERSON VAN DREW,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,27881.48,5447.98
V000133,2020 HON. JEFFERSON VAN DREW,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,14097.39,1725.43
V000133,2020 HON. JEFFERSON VAN DREW,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,988485.5,356704.3
V000133,2020 HON. JEFFERSON VAN DREW,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,988485.5,356704.3
V000133,2020 HON. JEFFERSON VAN DREW,INTERN ALLOWANCES,PERSONNEL COMPENSATION,21160.2,5816.67
V000133,2020 HON. JEFFERSON VAN DREW,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,21160.2,5816.67
V000133,2020 HON. JEFFERSON VAN DREW,INTERN ALLOWANCES,OFFICE TOTALS:,21160.2,5816.67
V000130,2020 HON. JUAN VARGAS,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,22400.03,106.37
V000130,2020 HON. JUAN VARGAS,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,733835.33,267356.39
V000130,2020 HON. JUAN VARGAS,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,20989.7,5923.1
V000130,2020 HON. JUAN VARGAS,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,76408.29,25039.41
V000130,2020 HON. JUAN VARGAS,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,43073.19,0
V000130,2020 HON. JUAN VARGAS,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,33321,12747
V000130,2020 HON. JUAN VARGAS,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,9448.07,974.48
V000130,2020 HON. JUAN VARGAS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4007.13,996
V000130,2020 HON. JUAN VARGAS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,943482.74,313142.75
V000130,2020 HON. JUAN VARGAS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,943482.74,313142.75
V000130,2020 HON. JUAN VARGAS,INTERN ALLOWANCES,PERSONNEL COMPENSATION,13800,6300
V000130,2020 HON. JUAN VARGAS,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,13800,6300
V000130,2020 HON. JUAN VARGAS,INTERN ALLOWANCES,OFFICE TOTALS:,13800,6300
V000131,2020 HON. MARC A. VEASEY,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,13437.66,13381.41
V000131,2020 HON. MARC A. VEASEY,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,721314.44,242836.12
V000131,2020 HON. MARC A. VEASEY,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,13374.14,2559.61
V000131,2020 HON. MARC A. VEASEY,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,84956.61,32920.17
V000131,2020 HON. MARC A. VEASEY,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,14418.11,13666.5
V000131,2020 HON. MARC A. VEASEY,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,17746.2,10426.2
V000131,2020 HON. MARC A. VEASEY,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5126.44,1401.34
V000131,2020 HON. MARC A. VEASEY,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,5017.01,1929.84
V000131,2020 HON. MARC A. VEASEY,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,875390.61,319121.19
V000131,2020 HON. MARC A. VEASEY,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,875390.61,319121.19
V000131,2020 HON. MARC A. VEASEY,INTERN ALLOWANCES,PERSONNEL COMPENSATION,16050,6800
V000131,2020 HON. MARC A. VEASEY,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,16050,6800
V000131,2020 HON. MARC A. VEASEY,INTERN ALLOWANCES,OFFICE TOTALS:,16050,6800
V000132,2020 HON. FILEMON VELA,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,606.04,74.13
V000132,2020 HON. FILEMON VELA,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,756522.83,245373.33
V000132,2020 HON. FILEMON VELA,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,22567.63,3013.09
V000132,2020 HON. FILEMON VELA,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,87959.63,34293.92
V000132,2020 HON. FILEMON VELA,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,5324.94,0
V000132,2020 HON. FILEMON VELA,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,44115.74,17646.58
V000132,2020 HON. FILEMON VELA,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,26489.8,4675.53
V000132,2020 HON. FILEMON VELA,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,943586.61,305076.58
V000132,2020 HON. FILEMON VELA,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,943586.61,305076.58
V000132,2020 HON. FILEMON VELA,INTERN ALLOWANCES,PERSONNEL COMPENSATION,21643.33,12440
V000132,2020 HON. FILEMON VELA,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,21643.33,12440
V000132,2020 HON. FILEMON VELA,INTERN ALLOWANCES,OFFICE TOTALS:,21643.33,12440
V000081,2020 HON. NYDIA M. VELAZQUEZ,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1180.13,-9.7
V000081,2020 HON. NYDIA M. VELAZQUEZ,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,776519.84,260324.95
V000081,2020 HON. NYDIA M. VELAZQUEZ,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,7337.23,1776.3
V000081,2020 HON. NYDIA M. VELAZQUEZ,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,123257.85,41016.24
V000081,2020 HON. NYDIA M. VELAZQUEZ,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,167.5,0
V000081,2020 HON. NYDIA M. VELAZQUEZ,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,30936,10287
V000081,2020 HON. NYDIA M. VELAZQUEZ,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4278.27,993.49
V000081,2020 HON. NYDIA M. VELAZQUEZ,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,14163.27,6035.4
V000081,2020 HON. NYDIA M. VELAZQUEZ,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,957840.09,320423.68
V000081,2020 HON. NYDIA M. VELAZQUEZ,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,957840.09,320423.68
V000081,2020 HON. NYDIA M. VELAZQUEZ,INTERN ALLOWANCES,PERSONNEL COMPENSATION,5760,0
V000081,2020 HON. NYDIA M. VELAZQUEZ,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,5760,0
V000081,2020 HON. NYDIA M. VELAZQUEZ,INTERN ALLOWANCES,OFFICE TOTALS:,5760,0
V000108,2020 HON. PETER J. VISCLOSKY,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,16524.49,917
V000108,2020 HON. PETER J. VISCLOSKY,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,823564.18,286368.12
V000108,2020 HON. PETER J. VISCLOSKY,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,11388.42,1287.31
V000108,2020 HON. PETER J. VISCLOSKY,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,68855.79,23991.45
V000108,2020 HON. PETER J. VISCLOSKY,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,75.85,0
V000108,2020 HON. PETER J. VISCLOSKY,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,34956,12042
V000108,2020 HON. PETER J. VISCLOSKY,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,8230.85,1511.68
V000108,2020 HON. PETER J. VISCLOSKY,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4429,900
V000108,2020 HON. PETER J. VISCLOSKY,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,968024.58,327017.56
V000108,2020 HON. PETER J. VISCLOSKY,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,968024.58,327017.56
V000108,2020 HON. PETER J. VISCLOSKY,INTERN ALLOWANCES,PERSONNEL COMPENSATION,14400,0
V000108,2020 HON. PETER J. VISCLOSKY,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,14400,0
V000108,2020 HON. PETER J. VISCLOSKY,INTERN ALLOWANCES,OFFICE TOTALS:,14400,0
W000812,2020 HON. ANN WAGNER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,63370.21,58.79
W000812,2020 HON. ANN WAGNER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,713569.59,235309.84
W000812,2020 HON. ANN WAGNER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,6620.34,2094.27
W000812,2020 HON. ANN WAGNER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,42355.85,13604.34
W000812,2020 HON. ANN WAGNER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,157511.98,40160
W000812,2020 HON. ANN WAGNER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,19703,5685
W000812,2020 HON. ANN WAGNER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,6086.12,1470.71
W000812,2020 HON. ANN WAGNER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4940.78,2197.78
W000812,2020 HON. ANN WAGNER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1014157.87,300580.73
W000812,2020 HON. ANN WAGNER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1014157.87,300580.73
W000812,2020 HON. ANN WAGNER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,11943.33,5883.33
W000812,2020 HON. ANN WAGNER,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,11943.33,5883.33
W000812,2020 HON. ANN WAGNER,INTERN ALLOWANCES,OFFICE TOTALS:,11943.33,5883.33
W000798,2020 HON. TIM WALBERG,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,51786.03,11297.46
W000798,2020 HON. TIM WALBERG,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,669479.31,210458.33
W000798,2020 HON. TIM WALBERG,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,17870.53,5916.02
W000798,2020 HON. TIM WALBERG,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,77196.17,15578.02
W000798,2020 HON. TIM WALBERG,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,88841.78,10751.78
W000798,2020 HON. TIM WALBERG,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,33069.48,11650.2
W000798,2020 HON. TIM WALBERG,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,11597.17,744.8
W000798,2020 HON. TIM WALBERG,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,7581.31,683.64
W000798,2020 HON. TIM WALBERG,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,957421.78,267080.25
W000798,2020 HON. TIM WALBERG,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,957421.78,267080.25
W000798,2020 HON. TIM WALBERG,INTERN ALLOWANCES,PERSONNEL COMPENSATION,4026.66,3060
W000798,2020 HON. TIM WALBERG,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,4026.66,3060
W000798,2020 HON. TIM WALBERG,INTERN ALLOWANCES,OFFICE TOTALS:,4026.66,3060
W000791,2020 HON. GREG WALDEN,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2183.75,374.97
W000791,2020 HON. GREG WALDEN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,722496.45,246571.82
W000791,2020 HON. GREG WALDEN,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,23377.79,12371.17
W000791,2020 HON. GREG WALDEN,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,66755.99,24497.63
W000791,2020 HON. GREG WALDEN,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,264.8,0
W000791,2020 HON. GREG WALDEN,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,244.6,40
W000791,2020 HON. GREG WALDEN,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,11295.01,2823.07
W000791,2020 HON. GREG WALDEN,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1108.79,360
W000791,2020 HON. GREG WALDEN,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,827727.18,287038.66
W000791,2020 HON. GREG WALDEN,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,827727.18,287038.66
W000791,2020 HON. GREG WALDEN,INTERN ALLOWANCES,PERSONNEL COMPENSATION,13916.7,4500
W000791,2020 HON. GREG WALDEN,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,13916.7,4500
W000791,2020 HON. GREG WALDEN,INTERN ALLOWANCES,OFFICE TOTALS:,13916.7,4500
W000819,2020 HON. MARK WALKER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,830.96,307.52
W000819,2020 HON. MARK WALKER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,757121.61,279538.02
W000819,2020 HON. MARK WALKER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,24191.21,7996.82
W000819,2020 HON. MARK WALKER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,79647.22,26294.88
W000819,2020 HON. MARK WALKER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2048.89,192.11
W000819,2020 HON. MARK WALKER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,29648.4,11946
W000819,2020 HON. MARK WALKER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,8987.4,2855.44
W000819,2020 HON. MARK WALKER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,5557.27,1193.1
W000819,2020 HON. MARK WALKER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,908032.96,330323.89
W000819,2020 HON. MARK WALKER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,908032.96,330323.89
W000819,2020 HON. MARK WALKER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,24954.23,12371.65
W000819,2020 HON. MARK WALKER,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,24954.23,12371.65
W000819,2020 HON. MARK WALKER,INTERN ALLOWANCES,OFFICE TOTALS:,24954.23,12371.65
W000813,2020 HON. JACKIE WALORSKI,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,55778.59,40006.93
W000813,2020 HON. JACKIE WALORSKI,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,672708.47,227699.49
W000813,2020 HON. JACKIE WALORSKI,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,12618.29,3783
W000813,2020 HON. JACKIE WALORSKI,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,38132.6,13137.83
W000813,2020 HON. JACKIE WALORSKI,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,66937.37,36040.5
W000813,2020 HON. JACKIE WALORSKI,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,18724.13,8839.43
W000813,2020 HON. JACKIE WALORSKI,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,6660.16,1398.98
W000813,2020 HON. JACKIE WALORSKI,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2349,783
W000813,2020 HON. JACKIE WALORSKI,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,873908.61,331689.16
W000813,2020 HON. JACKIE WALORSKI,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,873908.61,331689.16
W000813,2020 HON. JACKIE WALORSKI,INTERN ALLOWANCES,PERSONNEL COMPENSATION,6966.34,3240
W000813,2020 HON. JACKIE WALORSKI,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,6966.34,3240
W000813,2020 HON. JACKIE WALORSKI,INTERN ALLOWANCES,OFFICE TOTALS:,6966.34,3240
W000823,2020 HON. MICHAEL WALTZ,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,30849.04,1903.99
W000823,2020 HON. MICHAEL WALTZ,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,808882.17,255287.51
